"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station"
240000042413,"BECE13","Beetzsee-Center (Landstraße)",,"52.432524000000","12.549520000000",0,900000275424
000005189954,"","Swinoujscie Centrum",,"53.912997000000","14.236001000000",0,
000008000108,"","Freilassing",,"47.837237000000","12.977256000000",0,
000008000116,"","Traunstein",,"47.869599000000","12.638469000000",0,
000008000127,"","Göppingen",,"48.700037000000","9.651267000000",0,
000008000320,"","Rosenheim",,"47.850126000000","12.119116000000",0,
000008001787,"","Bad Endorf",,"47.905066000000","12.301555000000",0,
000008002021,"","Forbach(fr)",,"49.214088000000","6.944317000000",0,
000008004885,"","Prien a Chiemsee",,"47.855509000000","12.346621000000",0,
000008006421,"","Wiesloch-Walldorf",,"49.291354000000","8.664147000000",0,
000008011112,"","Barleber See",,"52.214348000000","11.640929000000",0,
000008700011,"","Paris Est",,"48.876979000000","2.359094000000",0,
000008700019,"","Metz Ville",,"49.110205000000","6.178621000000",0,
240000086911,"FRAN11","Frankenstraße11",,"52.413925000000","12.510753000000",0,900000275869
240000086912,"FRAN12","Frankenstraße12",,"52.413925000000","12.510753000000",0,900000275869
240000086901,"FRAN01","Frankenstraße 01",,"52.413925000000","12.510753000000",0,900000275869
240000086902,"FRAN02","Frankenstraße 02",,"52.413925000000","12.510753000000",0,900000275869
450009205367,"","Koppenbrück, Ausbau",,"52.847653000000","12.357626000000",0,900000205367
100000117408,"PBD8","Bhf Medienstadt Babelsberg/Wagnerstr.",,"52.382998000000","13.122174000000",0,900000230001
100000320502,"GEMB2","Geltow, Am Mühlenberg",,"52.363584000000","12.961399000000",0,900000220662
900000341267,"","Wendemark, Lindenallee",,"53.152505000000","14.103286000000",1,
900000340068,"","Criewen, Sporthalle",,"53.015632000000","14.211926000000",1,
390000010203,"HindenbD","Hindenberg Dorfstraße",,"51.852623000000","13.844987000000",0,900000435363
160000005483,"NMKM3","Neue Mühle, Küchenmeisterallee",,"52.297700000000","13.670676000000",0,900000260576
160000013891,"GOBH1","Golßen, Bahnhof",,"51.974152000000","13.575069000000",0,900000261171
160000013892,"GOBH2","Golßen, Bahnhof",,"51.974152000000","13.575069000000",0,900000261171
140000014088,"Fiwa, Ge","Finsterwalde, Ges. Scholl-Str.",,"51.625095000000","13.715364000000",0,900000415007
140000014841,"Schilda,","Schilda, Drasdoerstr.",,"51.609633000000","13.387039000000",0,900000416113
140000010545,"Schipkau","Schipkau, F.- Engels Str.",,"51.518375000000","13.898152000000",0,900000435028
140000016123,"Ewda, We","Elsterwerda, Weststraße",,"51.455438000000","13.518552000000",0,900000415296
140000014203,"Massen,","Massen, Ernst Delius-Str.",,"51.632665000000","13.728144000000",0,900000415165
900000415296,"","Elsterwerda, Weststr.",,"51.455438000000","13.518552000000",1,
900000415007,"","Finsterwalde, Geschwister-Scholl-Str.",,"51.625095000000","13.715364000000",1,
900000415165,"","Massen, Ernst-von-Delius-Str.",,"51.632665000000","13.728144000000",1,
200000001827,"BHRO7","Bahnhof Rosengarten",,"52.338268000000","14.471704000000",0,900000360004
060152002099,"BGSE","S Gehrenseestr.",,"52.555736000000","13.525653000000",0,900000152002
000008010166,"","Herlasgrün",,"50.570422000000","12.235380000000",0,
000008010333,"","Steinpleis",,"50.709060000000","12.394239000000",0,
000008011963,"","Jocketa",,"50.555317000000","12.170280000000",0,
000008012224,"","Lichtentanne(Sachs)",,"50.699218000000","12.419379000000",0,
000008012430,"","Netzschkau",,"50.611405000000","12.244273000000",0,
000008012823,"","Ruppertsgrün",,"50.575120000000","12.176818000000",0,
900000810150,"","Warschau, Hauptbahnhof",,"52.228862000000","21.003231000000",1,
900000341252,"","Wartin, Am Feldrain",,"53.247100000000","14.153370000000",1,
900000340824,"","Storkow (bei Templin), Kirche",,"53.048319000000","13.441668000000",1,
160000013831,"SDGD1","Schulzendorf, Illgenstr.",,"52.359586000000","13.593561000000",0,900000261162
160000013832,"SDGD2","Schulzendorf, Illgenstr.",,"52.359586000000","13.593561000000",0,900000261162
160000014061,"SDOZ1","Schulzendorf, Ortszentrum",,"52.363840000000","13.594067000000",0,900000261163
160000014062,"SDOZ2","Schulzendorf, Ortszentrum",,"52.363840000000","13.594067000000",0,900000261163
160000014071,"SDFG1","Schulzendorf, Flutgraben",,"52.365415000000","13.602478000000",0,900000261161
160000014072,"SDFG2","Schulzendorf, Flutgraben",,"52.365415000000","13.602478000000",0,900000261161
160000014082,"SDDS2","Schulzendorf, Dohlenstieg",,"52.366209000000","13.606882000000",0,900000261160
900000261160,"","Schulzendorf (LDS), Dohlenstieg",,"52.366209000000","13.606882000000",1,
900000261161,"","Schulzendorf (LDS), Flutgraben",,"52.365415000000","13.602478000000",1,
900000261162,"","Schulzendorf (LDS), Illgenstr.",,"52.359586000000","13.593561000000",1,
900000261163,"","Schulzendorf (LDS), Ortszentrum",,"52.363840000000","13.594067000000",1,
000008000084,"","Düren",,"50.809400000000","6.482033000000",0,
900000809011,"","Prag, Bahnhof",,"50.083076000000","14.435544000000",1,
900000809012,"","Decin hl.n.",,"50.785169000000","14.209164000000",1,
900000809013,"","Usti nad Labem hl.n.",,"50.660523000000","14.044719000000",1,
900000196513,"BVG","Berlin, Krankenhaus Hedwigshöhe",,"52.405948000000","13.568443000000",1,
900000180023,"BVG","Berlin, Innovationspark Wuhlheide",,"52.469980000000","13.565421000000",1,
060260003884,"BZTH","S Zeuthen",,"52.349162000000","13.627045000000",0,900000260003
900000340769,"","Groß Dölln, Dorf",,"52.993976000000","13.534345000000",1,
900000341004,"","Hohenlandin, Kastanienallee",,"53.084825000000","14.135897000000",1,
900000340972,"","Mürow, Kirche",,"53.054873000000","14.033191000000",1,
900000162518,"BVG","Berlin, Kötztinger Str.",,"52.492981000000","13.538557000000",1,
900000162522,"BVG","Berlin, Rheinpfalzallee",,"52.489288000000","13.539164000000",1,
900000162505,"BVG","Berlin, Rheinsteinstr.",,"52.482711000000","13.526569000000",1,
900000131007,"","Berlin, Straße 182",,"52.592235000000","13.420874000000",1,
900000205295,"","Dreetz, Kita",,"52.795086000000","12.463325000000",1,
900000205297,"","Dreetz, Wolfsplan",,"52.789649000000","12.449408000000",1,
140000015034,"Hrzb/E.,","Herzberg/E., Bahnhof",,"51.679533000000","13.203252000000",0,900000415683
900000215748,"","Perleberg, Reetzer Str.",,"53.082707000000","11.860191000000",1,
390000010109,"IBA Terr","Großräschen IBA Terrassen",,"51.574890000000","14.009830000000",0,900000435387
390000010135,"Slawenbu","Raddusch Slawenburg",,"51.803470000000","14.027380000000",0,900000435695
390000010223,"LauchW H","Lauchh. West,Hammergraben",,"51.480058000000","13.733667000000",0,900000435206
390000010388,"GrossrFe","Großräschen Felix Spiro Str.",,"51.597559000000","14.013082000000",0,900000435385
900000435387,"","Großräschen, IBA Terrassen",,"51.574890000000","14.009830000000",1,
900000435385,"","Großräschen, Felix-Spiro-Str.",,"51.597559000000","14.013082000000",1,
